Date;file;Day;Month;Year;Hour;Minute;Second;ACI;ADI;AEI;BI;NDSI;ratioBA;antroPh;bioPh;Ht;M;AR;ROItotal;ROIcover
2022-05-27 12:40:00;Basamba\SWIFT6_20220527_124000.wav;27;5;2022;12;40;0;304.84;2.27;0.14;0.08;0.89;16.52;0.01;0.12;0.38;0.0;[1.];7880;12.92
2022-05-27 12:40:00;Basamba\SWIFT7_20220527_124000.wav;27;5;2022;12;40;0;298.92;0.74;0.85;0.31;0.88;15.16;0.07;1.07;0.63;0.01;[1.];1468;12.56
2022-05-27 12:40:00;Basamba\SWIFT8_20220527_124000.wav;27;5;2022;12;40;0;296.64;0.93;0.8;0.21;0.77;7.88;0.02;0.13;0.41;0.01;[1.];8311;10.2
2022-05-27 12:40:00;Basamba\SWIFT5_20220527_124000.wav;27;5;2022;12;40;0;299.58;1.53;0.68;0.08;0.61;4.12;0.01;0.05;0.36;0.0;[1.];4585;8.12
2022-05-27 12:40:00;Basamba\SWIFT11_20220527_124000.wav;27;5;2022;12;40;0;302.95;0.75;0.89;0.14;0.99;218.76;0.01;1.73;0.61;0.0;[1.];1487;16.95
2022-05-27 12:40:00;Basamba\SWIFT17_20220527_124000.wav;27;5;2022;12;40;0;325.96;1.51;0.67;0.23;0.97;63.29;0.02;1.06;0.56;0.01;[1.];1393;13.97
2022-05-27 12:40:00;Basamba\SWIFT 02_20220527_124000.wav;27;5;2022;12;40;0;309.1;1.37;0.77;0.15;0.98;91.39;0.01;1.26;0.51;0.01;[1.];3163;18.84
2022-05-27 12:40:00;Basamba\SWIFT15_20220527_124000.wav;27;5;2022;12;40;0;304.71;0.93;0.86;0.1;0.94;30.19;0.02;0.53;0.47;0.0;[1.];1892;23.67
2022-05-27 12:40:00;Basamba\SWIFT9_20220527_124000.wav;27;5;2022;12;40;0;309.77;0.81;0.84;0.36;1.0;1083.53;0.01;8.39;0.77;0.01;[1.];347;16.33
2022-05-27 12:40:00;Basamba\SWIFT10_20220527_124000.wav;27;5;2022;12;40;0;296.94;1.04;0.83;0.18;0.96;54.25;0.01;0.39;0.46;0.0;[1.];1651;15.69
2022-05-27 14:40:00;Basamba\SWIFT9_20220527_144000.wav;27;5;2022;14;40;0;306.52;1.0;0.83;0.19;0.99;241.55;0.01;2.99;0.69;0.01;[1.];874;16.55
2022-05-27 14:40:00;Basamba\SWIFT 02_20220527_144000.wav;27;5;2022;14;40;0;321.08;1.19;0.82;0.15;0.95;41.02;0.03;1.3;0.53;0.01;[1.];6997;14.42
